City,Country,Gas,Unit,Week_Start,Week_End,Year,Month,Smog_Period,Mean_Value,Filled,Fill_Method,Geom_Source
Lahore,Pakistan,CH4,ppb,2021-06-27,2021-07-04,2021,6,PreSmog,1924.679117627232,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-07-04,2021-07-11,2021,7,PreSmog,1918.588433335937,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-07-11,2021-07-18,2021,7,PreSmog,1918.588433335937,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-07-18,2021-07-25,2021,7,PreSmog,1918.588433335937,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-07-25,2021-08-01,2021,7,PreSmog,1918.588433335937,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-08-01,2021-08-08,2021,8,PreSmog,1988.9559295281688,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-08-08,2021-08-15,2021,8,PreSmog,1969.0818126397323,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-08-15,2021-08-22,2021,8,PreSmog,1945.531632351178,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-08-22,2021-08-29,2021,8,PreSmog,1991.541137597532,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-08-29,2021-09-05,2021,8,PreSmog,1981.667227982448,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-09-05,2021-09-12,2021,9,PreSmog,1976.6404271515844,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-09-12,2021-09-19,2021,9,PreSmog,1950.6773282051488,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-09-19,2021-09-26,2021,9,PreSmog,1956.046719763588,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-09-26,2021-10-03,2021,9,PreSmog,1954.9680876275647,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-10-03,2021-10-10,2021,10,PreSmog,1953.604686463189,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-10-10,2021-10-17,2021,10,PreSmog,1953.450633794709,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-10-17,2021-10-24,2021,10,PreSmog,1946.0835774456848,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-10-24,2021-10-31,2021,10,PreSmog,1939.1147484241208,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-10-31,2021-11-07,2021,10,PreSmog,1949.0467648359856,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-11-07,2021-11-14,2021,11,DuringSmog,1965.0894814433284,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-11-14,2021-11-21,2021,11,DuringSmog,1969.6367393683115,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-11-21,2021-11-28,2021,11,DuringSmog,1963.779443835228,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-11-28,2021-12-05,2021,11,DuringSmog,1958.933908238193,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-12-05,2021-12-12,2021,12,DuringSmog,1957.5486175321548,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-12-12,2021-12-19,2021,12,DuringSmog,1960.8147022205344,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-12-19,2021-12-26,2021,12,DuringSmog,1960.86255963732,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2021-12-26,2022-01-02,2021,12,DuringSmog,1934.937227710448,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-01-02,2022-01-09,2022,1,PostSmog,1937.9808543740933,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-01-09,2022-01-16,2022,1,PostSmog,1927.3735916893868,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-01-16,2022-01-23,2022,1,PostSmog,1941.1218743963543,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-01-23,2022-01-30,2022,1,PostSmog,1930.2323924987309,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-01-30,2022-02-06,2022,1,PostSmog,1937.636685492304,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-02-06,2022-02-13,2022,2,PostSmog,1925.5677404638936,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-02-13,2022-02-20,2022,2,PostSmog,1934.5803436557844,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-02-20,2022-02-27,2022,2,PostSmog,1909.8950970848084,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-02-27,2022-03-06,2022,2,PostSmog,1913.4976502589384,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-03-06,2022-03-13,2022,3,PostSmog,1916.1869517968828,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-03-13,2022-03-20,2022,3,PostSmog,1927.6257705317364,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-03-20,2022-03-27,2022,3,PostSmog,1918.3102275411245,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-03-27,2022-04-03,2022,3,PostSmog,1926.5722804852949,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-04-03,2022-04-10,2022,4,PreSmog,1934.5387700010067,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-04-10,2022-04-17,2022,4,PreSmog,1928.3925336727773,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-04-17,2022-04-24,2022,4,PreSmog,1933.053369463017,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-04-24,2022-05-01,2022,4,PreSmog,1907.3171639236807,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-05-01,2022-05-08,2022,5,PreSmog,1918.626035152962,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-05-08,2022-05-15,2022,5,PreSmog,1933.3377562378096,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-05-15,2022-05-22,2022,5,PreSmog,1928.3804891655452,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-05-22,2022-05-29,2022,5,PreSmog,1939.77559967153,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-05-29,2022-06-05,2022,5,PreSmog,1921.7825655998804,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-06-05,2022-06-12,2022,6,PreSmog,1944.5695494630368,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-06-12,2022-06-19,2022,6,PreSmog,1917.3423712499343,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-06-19,2022-06-26,2022,6,PreSmog,1912.3683550944163,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-06-26,2022-07-03,2022,6,PreSmog,1959.0937694639013,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-07-03,2022-07-10,2022,7,PreSmog,1935.2132628950385,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-07-10,2022-07-17,2022,7,PreSmog,1935.2132628950385,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-07-17,2022-07-24,2022,7,PreSmog,1935.2132628950385,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-07-24,2022-07-31,2022,7,PreSmog,1935.2132628950385,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-07-31,2022-08-07,2022,7,PreSmog,1935.2132628950385,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-08-07,2022-08-14,2022,8,PreSmog,1951.817061245996,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-08-14,2022-08-21,2022,8,PreSmog,1951.817061245996,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-08-21,2022-08-28,2022,8,PreSmog,1951.817061245996,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-08-28,2022-09-04,2022,8,PreSmog,1951.817061245996,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-09-04,2022-09-11,2022,9,PreSmog,1966.914620619008,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-09-11,2022-09-18,2022,9,PreSmog,1943.9340480668263,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-09-18,2022-09-25,2022,9,PreSmog,1935.6376384112127,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-09-25,2022-10-02,2022,9,PreSmog,1951.4198259722075,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-10-02,2022-10-09,2022,10,PreSmog,1948.3919237279483,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-10-09,2022-10-16,2022,10,PreSmog,1962.5795126043088,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-10-16,2022-10-23,2022,10,PreSmog,1966.3740716272405,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-10-23,2022-10-30,2022,10,PreSmog,1969.3966369948275,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-10-30,2022-11-06,2022,10,PreSmog,1946.2243719767296,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-11-06,2022-11-13,2022,11,DuringSmog,1938.4989582921207,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-11-13,2022-11-20,2022,11,DuringSmog,1944.2672586004967,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-11-20,2022-11-27,2022,11,DuringSmog,1938.8270012636915,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-11-27,2022-12-04,2022,11,DuringSmog,1982.5712593105384,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-12-04,2022-12-11,2022,12,DuringSmog,1965.138652434654,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-12-11,2022-12-18,2022,12,DuringSmog,1939.147554516212,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-12-18,2022-12-25,2022,12,DuringSmog,1984.836687010473,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2022-12-25,2023-01-01,2022,12,DuringSmog,1944.9972822234568,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-01-01,2023-01-08,2023,1,PostSmog,1957.8170312123864,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-01-08,2023-01-15,2023,1,PostSmog,1916.313687619208,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-01-15,2023-01-22,2023,1,PostSmog,1929.914161269936,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-01-22,2023-01-29,2023,1,PostSmog,1930.0633677631,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-01-29,2023-02-05,2023,1,PostSmog,1915.803828211231,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-02-05,2023-02-12,2023,2,PostSmog,1915.6708367976669,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-02-12,2023-02-19,2023,2,PostSmog,1920.600756230172,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-02-19,2023-02-26,2023,2,PostSmog,1945.9169298984075,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-02-26,2023-03-05,2023,2,PostSmog,1930.18050406468,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-03-05,2023-03-12,2023,3,PostSmog,1926.3874155649155,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-03-12,2023-03-19,2023,3,PostSmog,1912.3281782015763,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-03-19,2023-03-26,2023,3,PostSmog,1925.0353591282444,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-03-26,2023-04-02,2023,3,PostSmog,1936.3904836182408,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-04-02,2023-04-09,2023,4,PreSmog,1919.049160941168,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-04-09,2023-04-16,2023,4,PreSmog,1938.255917720284,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-04-16,2023-04-23,2023,4,PreSmog,1939.815066593308,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-04-23,2023-04-30,2023,4,PreSmog,1930.959611576848,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-04-30,2023-05-07,2023,4,PreSmog,1929.3828816494763,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-05-07,2023-05-14,2023,5,PreSmog,1935.8163413397783,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-05-14,2023-05-21,2023,5,PreSmog,1928.016424805748,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-05-21,2023-05-28,2023,5,PreSmog,1914.857559819847,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-05-28,2023-06-04,2023,5,PreSmog,1946.471525791503,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-06-04,2023-06-11,2023,6,PreSmog,1951.331162697689,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-06-11,2023-06-18,2023,6,PreSmog,1913.633244141853,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-06-18,2023-06-25,2023,6,PreSmog,1913.5484543784096,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-06-25,2023-07-02,2023,6,PreSmog,1926.1709537393167,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-07-02,2023-07-09,2023,7,PreSmog,1918.632079717832,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-07-09,2023-07-16,2023,7,PreSmog,1926.6339615285767,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-07-16,2023-07-23,2023,7,PreSmog,1946.751599643235,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-07-23,2023-07-30,2023,7,PreSmog,1946.751599643235,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-07-30,2023-08-06,2023,7,PreSmog,1994.988757683296,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-08-06,2023-08-13,2023,8,PreSmog,1997.7490221218736,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-08-13,2023-08-20,2023,8,PreSmog,1997.7490221218736,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-08-20,2023-08-27,2023,8,PreSmog,1997.7490221218736,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-08-27,2023-09-03,2023,8,PreSmog,1997.7490221218736,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-09-03,2023-09-10,2023,9,PreSmog,1992.388335757002,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-09-10,2023-09-17,2023,9,PreSmog,2013.284214379729,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-09-17,2023-09-24,2023,9,PreSmog,2000.738334716812,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-09-24,2023-10-01,2023,9,PreSmog,1956.3063297849053,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-10-01,2023-10-08,2023,10,PreSmog,1965.4157604364027,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-10-08,2023-10-15,2023,10,PreSmog,1953.9150101834296,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-10-15,2023-10-22,2023,10,PreSmog,1957.3396282241167,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-10-22,2023-10-29,2023,10,PreSmog,1955.9318576506885,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-10-29,2023-11-05,2023,10,PreSmog,1982.0997504389595,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-11-05,2023-11-12,2023,11,DuringSmog,1939.3384461426613,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-11-12,2023-11-19,2023,11,DuringSmog,1944.3147365106247,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-11-19,2023-11-26,2023,11,DuringSmog,1956.620113340412,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-11-26,2023-12-03,2023,11,DuringSmog,1953.5979666075675,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-12-03,2023-12-10,2023,12,DuringSmog,1964.3180374563867,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-12-10,2023-12-17,2023,12,DuringSmog,1978.958792477404,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-12-17,2023-12-24,2023,12,DuringSmog,1957.372369999392,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-12-24,2023-12-31,2023,12,DuringSmog,1979.8365894651035,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2023-12-31,2024-01-07,2023,12,DuringSmog,1970.121447349572,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-01-07,2024-01-14,2024,1,PostSmog,2010.400002639081,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-01-14,2024-01-21,2024,1,PostSmog,1992.4250026537493,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-01-21,2024-01-28,2024,1,PostSmog,1923.903985471737,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-01-28,2024-02-04,2024,1,PostSmog,1936.8800751497577,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-02-04,2024-02-11,2024,2,PostSmog,1948.1422030916704,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-02-11,2024-02-18,2024,2,PostSmog,1955.925466954069,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-02-18,2024-02-25,2024,2,PostSmog,1940.389886984757,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-02-25,2024-03-03,2024,2,PostSmog,1955.2838853404871,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-03-03,2024-03-10,2024,3,PostSmog,1938.78485026645,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-03-10,2024-03-17,2024,3,PostSmog,1940.898517974448,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-03-17,2024-03-24,2024,3,PostSmog,1959.6382246053176,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-03-24,2024-03-31,2024,3,PostSmog,1917.278372632103,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-03-31,2024-04-07,2024,3,PostSmog,1931.8932301981915,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-04-07,2024-04-14,2024,4,PreSmog,1946.4259852784105,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-04-14,2024-04-21,2024,4,PreSmog,1916.34970313704,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-04-21,2024-04-28,2024,4,PreSmog,1941.172517380228,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-04-28,2024-05-05,2024,4,PreSmog,1939.7276572379128,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-05-05,2024-05-12,2024,5,PreSmog,1945.4088406532865,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-05-12,2024-05-19,2024,5,PreSmog,1939.0052687492048,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-05-19,2024-05-26,2024,5,PreSmog,1952.0443057176312,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-05-26,2024-06-02,2024,5,PreSmog,1943.446379954832,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-06-02,2024-06-09,2024,6,PreSmog,1944.6885450519376,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-06-09,2024-06-16,2024,6,PreSmog,1949.601194906668,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-06-16,2024-06-23,2024,6,PreSmog,1939.775895197207,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-06-23,2024-06-30,2024,6,PreSmog,1944.6885450519376,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-06-30,2024-07-07,2024,6,PreSmog,1944.6885450519376,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-07-07,2024-07-14,2024,7,PreSmog,1979.5656512512385,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-07-14,2024-07-21,2024,7,PreSmog,1994.5737945344329,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-07-21,2024-07-28,2024,7,PreSmog,1987.069722892836,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-07-28,2024-08-04,2024,7,PreSmog,1987.069722892836,1,month_mean,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-08-04,2024-08-11,2024,8,PreSmog,1980.841399459812,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-08-11,2024-08-18,2024,8,PreSmog,2045.512917983512,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-08-18,2024-08-25,2024,8,PreSmog,1999.6463142685168,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-08-25,2024-09-01,2024,8,PreSmog,1984.7450398913409,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-09-01,2024-09-08,2024,9,PreSmog,1977.683646899795,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-09-08,2024-09-15,2024,9,PreSmog,2000.5667038906552,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-09-15,2024-09-22,2024,9,PreSmog,2008.1811002436248,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-09-22,2024-09-29,2024,9,PreSmog,1976.7381093462727,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-09-29,2024-10-06,2024,9,PreSmog,1981.363989399264,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-10-06,2024-10-13,2024,10,PreSmog,1976.141667530343,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-10-13,2024-10-20,2024,10,PreSmog,1975.6921831119805,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-10-20,2024-10-27,2024,10,PreSmog,1986.0644150478624,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-10-27,2024-11-03,2024,10,PreSmog,1971.9715877211909,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-11-03,2024-11-10,2024,11,DuringSmog,1999.2881172360824,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-11-10,2024-11-17,2024,11,DuringSmog,1990.8784341033763,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-11-17,2024-11-24,2024,11,DuringSmog,1975.4592650030008,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-11-24,2024-12-01,2024,11,DuringSmog,1992.834829635612,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-12-01,2024-12-08,2024,12,DuringSmog,1963.9316853281853,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-12-08,2024-12-15,2024,12,DuringSmog,1958.094749410452,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-12-15,2024-12-22,2024,12,DuringSmog,1979.829109542896,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-12-22,2024-12-29,2024,12,DuringSmog,1955.282984557269,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2024-12-29,2025-01-05,2024,12,DuringSmog,1979.9076521066504,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2025-01-05,2025-01-12,2025,1,PostSmog,1956.0197854458224,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2025-01-12,2025-01-19,2025,1,PostSmog,1956.3060333101816,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2025-01-19,2025-01-26,2025,1,PostSmog,1943.750113468627,0,observed,shapefile:Pakistan_Lahore
Lahore,Pakistan,CH4,ppb,2025-01-26,2025-02-02,2025,1,PostSmog,1950.887644534856,0,observed,shapefile:Pakistan_Lahore
