City,Country,date,Year,Month,MPSI,MPSI_star,N_elevated,SmogMonth,SmogMonth_refined,Formula detected Smog,Refined detected Smog
Dushanbe,Tajikistan,2018-09,2018,9,-0.48678245326211006,-0.3561053654200462,0,0,0,No,No
Dushanbe,Tajikistan,2018-10,2018,10,-0.1124554061276956,-0.535145345832752,0,0,0,No,No
Dushanbe,Tajikistan,2018-11,2018,11,0.12664582446765177,1.647411031838479,2,0,0,No,No
Dushanbe,Tajikistan,2018-12,2018,12,0.9023879873313057,1.2814933326781768,3,0,0,No,No
Dushanbe,Tajikistan,2019-01,2019,1,0.34296938543706174,1.2541290423927325,1,0,0,No,No
Dushanbe,Tajikistan,2019-02,2019,2,0.49378735338716007,0.33571387711768114,2,0,0,No,No
Dushanbe,Tajikistan,2019-03,2019,3,-0.036537529414596114,-0.5149228070079539,1,0,0,No,No
Dushanbe,Tajikistan,2019-04,2019,4,-0.42070335256796215,-0.3774242139722495,0,0,0,No,No
Dushanbe,Tajikistan,2019-05,2019,5,-0.23892638245846518,-0.8409124080350533,0,0,0,No,No
Dushanbe,Tajikistan,2019-06,2019,6,-0.44474030365556033,-1.3138803479955654,0,0,0,No,No
Dushanbe,Tajikistan,2019-07,2019,7,-0.10982378396524721,-0.5528827582437796,1,0,0,No,No
Dushanbe,Tajikistan,2019-08,2019,8,0.14890013803413313,-0.4310504025168231,1,0,0,No,No
Dushanbe,Tajikistan,2019-09,2019,9,-0.4531648710824984,-0.5616552075465773,1,0,0,No,No
Dushanbe,Tajikistan,2019-10,2019,10,-0.5688064086387861,0.052815305567717616,0,0,0,No,No
Dushanbe,Tajikistan,2019-11,2019,11,0.7566265521904131,1.47277225467729,1,0,0,No,No
Dushanbe,Tajikistan,2019-12,2019,12,0.5304192027343555,1.4772976655625905,2,0,0,No,No
Dushanbe,Tajikistan,2020-01,2020,1,1.4449072542296881,2.186411770390951,4,1,1,Yes,Yes
Dushanbe,Tajikistan,2020-02,2020,2,0.11531090839555799,0.15302910085638508,1,0,0,No,No
Dushanbe,Tajikistan,2020-03,2020,3,-0.20056721031212765,-0.46904938003953545,1,0,0,No,No
Dushanbe,Tajikistan,2020-04,2020,4,-0.1647737579596833,-0.21471228655101193,0,0,0,No,No
Dushanbe,Tajikistan,2020-05,2020,5,-0.4749352323490032,-0.7219187945754068,0,0,0,No,No
Dushanbe,Tajikistan,2020-06,2020,6,-0.5721410831975817,-0.7573129266738243,0,0,0,No,No
Dushanbe,Tajikistan,2020-07,2020,7,-0.796315985308176,-0.613136782415922,0,0,0,No,No
Dushanbe,Tajikistan,2020-08,2020,8,-0.4212356812191314,-0.6906943346636507,1,0,0,No,No
Dushanbe,Tajikistan,2020-09,2020,9,0.042532961738507694,-0.893237673261784,1,0,0,No,No
Dushanbe,Tajikistan,2020-10,2020,10,0.06181418181557359,0.5809367279867775,0,0,0,No,No
Dushanbe,Tajikistan,2020-11,2020,11,0.3047666586216775,0.5889381516609716,1,0,0,No,No
Dushanbe,Tajikistan,2020-12,2020,12,0.6606369855446991,0.8507464272860457,1,0,0,No,No
Dushanbe,Tajikistan,2021-01,2021,1,0.7464070846484089,1.666379495188255,2,0,0,No,No
Dushanbe,Tajikistan,2021-02,2021,2,-0.1211274442526993,0.438085658687272,0,0,0,No,No
Dushanbe,Tajikistan,2021-03,2021,3,0.09863369738932067,-0.7212397576917686,1,0,0,No,No
Dushanbe,Tajikistan,2021-04,2021,4,-0.2994933594560824,-0.7137431299505326,0,0,0,No,No
Dushanbe,Tajikistan,2021-05,2021,5,-0.759501347592707,-0.7068299596568054,0,0,0,No,No
Dushanbe,Tajikistan,2021-06,2021,6,-0.7488366208967744,-0.8425790991032254,0,0,0,No,No
Dushanbe,Tajikistan,2021-07,2021,7,-0.45092053301465906,-1.0322323961345086,1,0,0,No,No
Dushanbe,Tajikistan,2021-08,2021,8,0.26255941966416646,-0.13591210351745653,2,0,0,No,No
Dushanbe,Tajikistan,2021-09,2021,9,-0.21777710223315427,-0.2968936297128187,1,0,0,No,No
Dushanbe,Tajikistan,2021-10,2021,10,0.08916934698105702,0.46288153096710705,0,0,0,No,No
Dushanbe,Tajikistan,2021-11,2021,11,0.5998859078427478,1.2540425806082585,2,0,0,No,No
Dushanbe,Tajikistan,2021-12,2021,12,0.8010009509203734,0.6280408103162252,2,0,0,No,No
Dushanbe,Tajikistan,2022-01,2022,1,0.6218313755021369,0.9540239889818746,2,0,0,No,No
Dushanbe,Tajikistan,2022-02,2022,2,0.6059860048793885,0.4367879042701324,2,0,0,No,No
Dushanbe,Tajikistan,2022-03,2022,3,-0.05456070889840521,-0.006610753703743311,1,0,0,No,No
Dushanbe,Tajikistan,2022-04,2022,4,-0.1445818219834635,-0.6420891120897239,0,0,0,No,No
Dushanbe,Tajikistan,2022-05,2022,5,-0.4331491949742624,-0.7174948084941851,0,0,0,No,No
Dushanbe,Tajikistan,2022-06,2022,6,-0.27626566680447145,-0.9575707895747017,0,0,0,No,No
Dushanbe,Tajikistan,2022-07,2022,7,-0.04059629299710834,-0.9406687617940995,1,0,0,No,No
Dushanbe,Tajikistan,2022-08,2022,8,-0.24237360646134132,-0.5321788854272587,1,0,0,No,No
Dushanbe,Tajikistan,2022-09,2022,9,-0.3764537892181075,-0.880512312518984,1,0,0,No,No
Dushanbe,Tajikistan,2022-10,2022,10,-0.6669111853500745,-0.2568885966423081,0,0,0,No,No
Dushanbe,Tajikistan,2022-11,2022,11,-0.25693649850559425,1.2920003769459434,1,0,0,No,No
Dushanbe,Tajikistan,2022-12,2022,12,1.2640113848113002,2.2512017500470516,3,1,1,Yes,Yes
Dushanbe,Tajikistan,2023-01,2023,1,1.4786548363975838,2.0118567593075727,4,1,1,Yes,Yes
Dushanbe,Tajikistan,2023-02,2023,2,-0.26405296925200766,-0.11562728664124089,1,0,0,No,No
Dushanbe,Tajikistan,2023-03,2023,3,-0.7307159436347559,-0.7093190991103555,0,0,0,No,No
Dushanbe,Tajikistan,2023-04,2023,4,-0.3642798804508181,-0.7723080951622523,0,0,0,No,No
Dushanbe,Tajikistan,2023-05,2023,5,-0.17748304943318746,-0.971920582659309,0,0,0,No,No
Dushanbe,Tajikistan,2023-06,2023,6,-0.16646435510690377,-0.685400889397517,1,0,0,No,No
Dushanbe,Tajikistan,2023-07,2023,7,-0.03808460514442711,-0.49580733596780563,1,0,0,No,No
Dushanbe,Tajikistan,2023-08,2023,8,-0.22748980075105835,-0.4594449825174524,1,0,0,No,No
Dushanbe,Tajikistan,2023-09,2023,9,-0.35322227310565263,-0.47592416894899653,0,0,0,No,No
Dushanbe,Tajikistan,2023-10,2023,10,-0.18780083473533044,0.41318975263584934,0,0,0,No,No
Dushanbe,Tajikistan,2023-11,2023,11,-1.0929187643704541e-05,0.545161690086299,1,0,0,No,No
Dushanbe,Tajikistan,2023-12,2023,12,1.0309498044042054,1.7155442383751924,3,1,0,Yes,No
Dushanbe,Tajikistan,2024-01,2024,1,0.880280828331457,1.1473712630913666,3,0,0,No,No
Dushanbe,Tajikistan,2024-02,2024,2,0.839121574030216,1.3713473553468378,2,0,0,No,No
Dushanbe,Tajikistan,2024-03,2024,3,0.16231243964366118,0.2142007407499717,1,0,0,No,No
Dushanbe,Tajikistan,2024-04,2024,4,-0.23479042587162055,-0.7118729970329587,1,0,0,No,No
Dushanbe,Tajikistan,2024-05,2024,5,-0.5074141163489005,-0.5900056158599452,0,0,0,No,No
Dushanbe,Tajikistan,2024-06,2024,6,-0.37024358576146843,-0.9106722801759988,0,0,0,No,No
Dushanbe,Tajikistan,2024-07,2024,7,-0.33789330411042906,-1.1709296940478222,1,0,0,No,No
Dushanbe,Tajikistan,2024-08,2024,8,-0.04585493565940326,-0.6067796107856531,1,0,0,No,No
Dushanbe,Tajikistan,2024-09,2024,9,-0.14687959302267312,-0.514733633843337,1,0,0,No,No
Dushanbe,Tajikistan,2024-10,2024,10,-0.6763129648815696,-0.10074742126723428,0,0,0,No,No
Dushanbe,Tajikistan,2024-11,2024,11,-0.5651399707058171,0.2281155606029708,0,0,0,No,No
Dushanbe,Tajikistan,2024-12,2024,12,1.0028140543565462,1.6447063332217988,2,1,0,Yes,No
Dushanbe,Tajikistan,2025-01,2025,1,1.0733766232529087,1.6846054045892602,4,1,0,Yes,No
Dushanbe,Tajikistan,2025-02,2025,2,0.15095578956732197,-0.32723059796996806,2,0,0,No,No
