City,Country,date,Year,Month,MPSI,N_elevated,cond1_MPSI,cond2_Nelev,cond3_window,SmogMonth,Formula detected Smog,months_in_year,short_year_flag
Faisalabad,Pakistan,2018-10,2018,10,0.541836772557611,0,False,False,True,0,No,6,True
Faisalabad,Pakistan,2018-11,2018,11,-0.05101145288434056,1,False,False,True,0,No,6,True
Faisalabad,Pakistan,2018-12,2018,12,0.39951225355367026,3,False,True,True,0,No,6,True
Faisalabad,Pakistan,2019-01,2019,1,0.6365575245340891,2,False,True,True,0,No,12,False
Faisalabad,Pakistan,2019-02,2019,2,-0.4156420545803699,0,False,False,True,0,No,12,False
Faisalabad,Pakistan,2019-03,2019,3,-0.32812658049403665,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2019-04,2019,4,-0.045361207276845825,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2019-05,2019,5,0.8813917933330799,2,False,True,False,0,No,12,False
Faisalabad,Pakistan,2019-06,2019,6,0.7654002227828066,2,False,True,False,0,No,12,False
Faisalabad,Pakistan,2019-07,2019,7,-0.5728777548595386,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2019-08,2019,8,-0.7421470752067856,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2019-09,2019,9,-0.5783360377333537,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2019-10,2019,10,-0.20488148268828352,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2019-11,2019,11,-0.6659365372727538,0,False,False,True,0,No,12,False
Faisalabad,Pakistan,2019-12,2019,12,1.269959189462005,3,True,True,True,1,Yes,12,False
Faisalabad,Pakistan,2020-01,2020,1,0.3645179016562087,2,False,True,True,0,No,12,False
Faisalabad,Pakistan,2020-02,2020,2,0.21554717727520253,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2020-03,2020,3,-0.2762379562879221,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2020-04,2020,4,-0.16850889485157552,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2020-05,2020,5,0.3970323445782117,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2020-06,2020,6,0.10338847735330017,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2020-07,2020,7,-0.6444734352762131,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2020-08,2020,8,-1.2470952664435562,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2020-09,2020,9,-0.5140759881596243,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2020-10,2020,10,0.03526459830037978,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2020-11,2020,11,0.8099468025072649,3,False,True,True,0,No,12,False
Faisalabad,Pakistan,2020-12,2020,12,0.924694239348322,2,False,True,True,0,No,12,False
Faisalabad,Pakistan,2021-01,2021,1,0.17124938066219614,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2021-02,2021,2,-0.11900975767235691,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2021-03,2021,3,-0.4384848160814448,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2021-04,2021,4,0.052898497131822306,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2021-05,2021,5,0.03225826421867504,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2021-06,2021,6,-0.29380044872320443,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2021-07,2021,7,-0.4018385606229963,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2021-08,2021,8,-0.194972279037468,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2021-09,2021,9,-0.7058903799545244,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2021-10,2021,10,-0.05358156555868465,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2021-11,2021,11,0.7120423555793451,3,False,True,True,0,No,12,False
Faisalabad,Pakistan,2021-12,2021,12,1.239129310058642,2,True,True,True,1,Yes,12,False
Faisalabad,Pakistan,2022-01,2022,1,0.7494809037823951,2,False,True,True,0,No,12,False
Faisalabad,Pakistan,2022-02,2022,2,0.6567681238965699,3,False,True,True,0,No,12,False
Faisalabad,Pakistan,2022-03,2022,3,0.4424947900602006,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2022-04,2022,4,0.639765392451021,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2022-05,2022,5,0.7015346045490944,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2022-06,2022,6,0.22448385925139852,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2022-07,2022,7,-1.0183295283204619,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2022-08,2022,8,-1.2756572612262467,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2022-09,2022,9,-0.7623121945044281,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2022-10,2022,10,-0.27260493967970933,0,False,False,True,0,No,12,False
Faisalabad,Pakistan,2022-11,2022,11,-0.19670060280902585,0,False,False,True,0,No,12,False
Faisalabad,Pakistan,2022-12,2022,12,0.1110768525491983,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2023-01,2023,1,0.2527101826948415,2,False,True,True,0,No,12,False
Faisalabad,Pakistan,2023-02,2023,2,-0.41166284437773293,0,False,False,True,0,No,12,False
Faisalabad,Pakistan,2023-03,2023,3,-0.7928836168886004,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2023-04,2023,4,0.20351389506870352,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2023-05,2023,5,0.46723691266414946,2,False,True,False,0,No,12,False
Faisalabad,Pakistan,2023-06,2023,6,-0.10228259025651268,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2023-07,2023,7,-0.8149472475106322,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2023-08,2023,8,-0.3326172653906928,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2023-09,2023,9,-0.5297892473119088,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2023-10,2023,10,0.13173854253117284,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2023-11,2023,11,0.8504836964582589,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2023-12,2023,12,1.0784995823189547,2,True,True,True,1,Yes,12,False
Faisalabad,Pakistan,2024-01,2024,1,1.064965457646505,2,True,True,True,1,Yes,12,False
Faisalabad,Pakistan,2024-02,2024,2,-0.007353879221333748,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2024-03,2024,3,-0.2995873635586936,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2024-04,2024,4,0.20128244141486512,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2024-05,2024,5,0.5854020270469243,2,False,True,False,0,No,12,False
Faisalabad,Pakistan,2024-06,2024,6,0.1253864990904235,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2024-07,2024,7,-0.8160496554115862,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2024-08,2024,8,-1.2053899812798348,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2024-09,2024,9,-0.5861903096830497,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2024-10,2024,10,-0.09319578956211874,0,False,False,True,0,No,12,False
Faisalabad,Pakistan,2024-11,2024,11,0.7971102843829987,2,False,True,True,0,No,12,False
Faisalabad,Pakistan,2024-12,2024,12,0.23362026913490236,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2025-01,2025,1,0.5903250698134703,2,False,True,True,0,No,12,False
Faisalabad,Pakistan,2025-02,2025,2,-0.04376840142738214,1,False,False,True,0,No,12,False
Faisalabad,Pakistan,2025-03,2025,3,-0.18463221915744837,1,False,False,False,0,No,12,False
Faisalabad,Pakistan,2025-04,2025,4,0.7960186924450274,3,False,True,False,0,No,12,False
Faisalabad,Pakistan,2025-05,2025,5,0.9655606004526198,2,False,True,False,0,No,12,False
Faisalabad,Pakistan,2025-06,2025,6,0.10358612767473785,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2025-07,2025,7,-0.920421114655127,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2025-08,2025,8,-1.0653404985358734,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2025-09,2025,9,-0.8855060238481283,0,False,False,False,0,No,12,False
Faisalabad,Pakistan,2025-10,2025,10,0.014551867766194816,0,False,False,True,0,No,12,False
Faisalabad,Pakistan,2025-11,2025,11,0.47455286859879475,2,False,True,True,0,No,12,False
Faisalabad,Pakistan,2025-12,2025,12,0.15507303087310564,2,False,True,True,0,No,12,False
Faisalabad,Pakistan,2026-01,2026,1,0.4191731569729346,2,False,True,True,0,No,6,True
Faisalabad,Pakistan,2026-02,2026,2,-0.26869733861011225,0,False,False,True,0,No,6,True
Faisalabad,Pakistan,2026-03,2026,3,-0.6548529868531229,0,False,False,False,0,No,6,True
Faisalabad,Pakistan,2026-04,2026,4,-0.1367628852304927,0,False,False,False,0,No,6,True
Faisalabad,Pakistan,2026-05,2026,5,0.716471606078496,3,False,True,False,0,No,6,True
Faisalabad,Pakistan,2026-06,2026,6,-0.0753315523576931,1,False,False,False,0,No,6,True
Gurugram,India,2018-07,2018,7,-0.3898226267021173,1,False,False,False,0,No,6,True
Gurugram,India,2018-08,2018,8,-0.7388751579432422,0,False,False,False,0,No,6,True
Gurugram,India,2018-09,2018,9,-0.39964458440369527,0,False,False,False,0,No,6,True
Gurugram,India,2018-10,2018,10,0.6620293263258751,1,False,False,True,0,No,6,True
Gurugram,India,2018-11,2018,11,0.42119939603341106,1,False,False,True,0,No,6,True
Gurugram,India,2018-12,2018,12,0.4451136466897669,2,False,True,True,0,No,6,True
Gurugram,India,2019-01,2019,1,0.2915443154573933,1,False,False,True,0,No,12,False
Gurugram,India,2019-02,2019,2,-0.18164334456573458,1,False,False,True,0,No,12,False
Gurugram,India,2019-03,2019,3,-0.018687763037243014,0,False,False,False,0,No,12,False
Gurugram,India,2019-04,2019,4,0.6830366989052923,1,False,False,False,0,No,12,False
Gurugram,India,2019-05,2019,5,0.3631516156145703,1,False,False,False,0,No,12,False
Gurugram,India,2019-06,2019,6,0.4544637563686879,1,False,False,False,0,No,12,False
Gurugram,India,2019-07,2019,7,-0.6765558519289356,0,False,False,False,0,No,12,False
Gurugram,India,2019-08,2019,8,-0.9643625071614741,0,False,False,False,0,No,12,False
Gurugram,India,2019-09,2019,9,-0.8677499585283858,0,False,False,False,0,No,12,False
Gurugram,India,2019-10,2019,10,0.18615919680137988,1,False,False,True,0,No,12,False
Gurugram,India,2019-11,2019,11,-0.2755330061651323,1,False,False,True,0,No,12,False
Gurugram,India,2019-12,2019,12,1.0061768482395825,3,True,True,True,1,Yes,12,False
Gurugram,India,2020-01,2020,1,0.3595861638264003,2,False,True,True,0,No,12,False
Gurugram,India,2020-02,2020,2,0.4396864168839902,1,False,False,True,0,No,12,False
Gurugram,India,2020-03,2020,3,0.08531126297925061,1,False,False,False,0,No,12,False
Gurugram,India,2020-04,2020,4,0.3039915117653072,1,False,False,False,0,No,12,False
Gurugram,India,2020-05,2020,5,0.37379682409701415,1,False,False,False,0,No,12,False
Gurugram,India,2020-06,2020,6,-0.17347081292386896,1,False,False,False,0,No,12,False
Gurugram,India,2020-07,2020,7,-1.1046799487034429,0,False,False,False,0,No,12,False
Gurugram,India,2020-08,2020,8,-1.3470535665226575,0,False,False,False,0,No,12,False
Gurugram,India,2020-09,2020,9,-0.6454332158687722,0,False,False,False,0,No,12,False
Gurugram,India,2020-10,2020,10,0.5076998711910463,2,False,True,True,0,No,12,False
Gurugram,India,2020-11,2020,11,0.9160466697498464,4,False,True,True,0,No,12,False
Gurugram,India,2020-12,2020,12,0.2845188235258913,2,False,True,True,0,No,12,False
Gurugram,India,2021-01,2021,1,-0.04583768355538389,2,False,True,True,0,No,12,False
Gurugram,India,2021-02,2021,2,0.12305303418921461,0,False,False,True,0,No,12,False
Gurugram,India,2021-03,2021,3,-0.06392411597578984,0,False,False,False,0,No,12,False
Gurugram,India,2021-04,2021,4,0.6622539967435835,2,False,True,False,0,No,12,False
Gurugram,India,2021-05,2021,5,-0.0729994116600063,1,False,False,False,0,No,12,False
Gurugram,India,2021-06,2021,6,-0.11793872504043504,0,False,False,False,0,No,12,False
Gurugram,India,2021-07,2021,7,-0.6428554527881932,0,False,False,False,0,No,12,False
Gurugram,India,2021-08,2021,8,-0.6640724728696445,0,False,False,False,0,No,12,False
Gurugram,India,2021-09,2021,9,-0.9283873433361507,0,False,False,False,0,No,12,False
Gurugram,India,2021-10,2021,10,0.11337923512729106,1,False,False,True,0,No,12,False
Gurugram,India,2021-11,2021,11,0.8876520604005925,3,False,True,True,0,No,12,False
Gurugram,India,2021-12,2021,12,0.7496768787649108,2,False,True,True,0,No,12,False
Gurugram,India,2022-01,2022,1,0.199383814611448,0,False,False,True,0,No,12,False
Gurugram,India,2022-02,2022,2,0.2638935548771505,1,False,False,True,0,No,12,False
Gurugram,India,2022-03,2022,3,0.43301526114611233,0,False,False,False,0,No,12,False
Gurugram,India,2022-04,2022,4,0.5617169619708647,2,False,True,False,0,No,12,False
Gurugram,India,2022-05,2022,5,0.8932092975563268,2,False,True,False,0,No,12,False
Gurugram,India,2022-06,2022,6,0.0012111479534907654,0,False,False,False,0,No,12,False
Gurugram,India,2022-07,2022,7,-1.1566266537926844,0,False,False,False,0,No,12,False
Gurugram,India,2022-08,2022,8,-1.211767317580998,0,False,False,False,0,No,12,False
Gurugram,India,2022-09,2022,9,-0.6772841316352638,0,False,False,False,0,No,12,False
Gurugram,India,2022-10,2022,10,0.10282274408850929,0,False,False,True,0,No,12,False
Gurugram,India,2022-11,2022,11,0.19415166869503242,1,False,False,True,0,No,12,False
Gurugram,India,2022-12,2022,12,0.39627365211001603,2,False,True,True,0,No,12,False
Gurugram,India,2023-01,2023,1,0.2778427293323374,2,False,True,True,0,No,12,False
Gurugram,India,2023-02,2023,2,-0.2945612569114077,0,False,False,True,0,No,12,False
Gurugram,India,2023-03,2023,3,-0.31366248187047674,0,False,False,False,0,No,12,False
Gurugram,India,2023-04,2023,4,0.5831870187320861,1,False,False,False,0,No,12,False
Gurugram,India,2023-05,2023,5,0.3719380221011678,2,False,True,False,0,No,12,False
Gurugram,India,2023-06,2023,6,-0.3210702672873794,0,False,False,False,0,No,12,False
Gurugram,India,2023-07,2023,7,-1.1171716899258595,0,False,False,False,0,No,12,False
Gurugram,India,2023-08,2023,8,-0.7402607796785168,0,False,False,False,0,No,12,False
Gurugram,India,2023-09,2023,9,-0.4943676068265829,0,False,False,False,0,No,12,False
Gurugram,India,2023-10,2023,10,0.48127725083512346,1,False,False,True,0,No,12,False
Gurugram,India,2023-11,2023,11,0.7702744265861491,2,False,True,True,0,No,12,False
Gurugram,India,2023-12,2023,12,0.7965746349133587,2,False,True,True,0,No,12,False
Gurugram,India,2024-01,2024,1,0.9248330406709684,2,False,True,True,0,No,12,False
Gurugram,India,2024-02,2024,2,0.05333551917444981,1,False,False,True,0,No,12,False
Gurugram,India,2024-03,2024,3,0.15149333655885505,1,False,False,False,0,No,12,False
Gurugram,India,2024-04,2024,4,0.5083567985947929,1,False,False,False,0,No,12,False
Gurugram,India,2024-05,2024,5,0.9147577617580207,2,False,True,False,0,No,12,False
Gurugram,India,2024-06,2024,6,0.08521375631419661,0,False,False,False,0,No,12,False
Gurugram,India,2024-07,2024,7,-1.105462824124714,0,False,False,False,0,No,12,False
Gurugram,India,2024-08,2024,8,-1.2972102268146275,0,False,False,False,0,No,12,False
Gurugram,India,2024-09,2024,9,-0.906992026273589,0,False,False,False,0,No,12,False
Gurugram,India,2024-10,2024,10,0.04849957655013272,0,False,False,True,0,No,12,False
Gurugram,India,2024-11,2024,11,0.6613621803249782,2,False,True,True,0,No,12,False
Gurugram,India,2024-12,2024,12,-0.038186892733467225,0,False,False,True,0,No,12,False
Gurugram,India,2025-01,2025,1,0.13352798775941693,0,False,False,True,0,No,12,False
Gurugram,India,2025-02,2025,2,0.10469354874848338,0,False,False,True,0,No,12,False
Gurugram,India,2025-03,2025,3,0.14215502436630686,1,False,False,False,0,No,12,False
Gurugram,India,2025-04,2025,4,0.9811931637930945,3,False,True,False,0,No,12,False
Gurugram,India,2025-05,2025,5,0.43532807841722604,1,False,False,False,0,No,12,False
Gurugram,India,2025-06,2025,6,-0.09092228581675857,0,False,False,False,0,No,12,False
Gurugram,India,2025-07,2025,7,-0.9974945543104198,0,False,False,False,0,No,12,False
Gurugram,India,2025-08,2025,8,-0.9784154610861148,0,False,False,False,0,No,12,False
Gurugram,India,2025-09,2025,9,-0.6932815005367114,0,False,False,False,0,No,12,False
Gurugram,India,2025-10,2025,10,0.032300232100500856,0,False,False,True,0,No,12,False
Gurugram,India,2025-11,2025,11,0.8717476489686888,3,False,True,True,0,No,12,False
Gurugram,India,2025-12,2025,12,0.05916811759628772,1,False,False,True,0,No,12,False
Gurugram,India,2026-01,2026,1,-0.3422947248143018,1,False,False,True,0,No,6,True
Gurugram,India,2026-02,2026,2,-0.010596306392820498,0,False,False,True,0,No,6,True
Gurugram,India,2026-03,2026,3,-0.09778756807376679,1,False,False,False,0,No,6,True
Gurugram,India,2026-04,2026,4,0.3772970162618637,0,False,False,False,0,No,6,True
Gurugram,India,2026-05,2026,5,0.44945774364401514,2,False,True,False,0,No,6,True
Gurugram,India,2026-06,2026,6,-0.3760761606249935,1,False,False,False,0,No,6,True
Hanoi,Vietnam,2018-07,2018,7,-0.2641095794618804,2,False,True,False,0,No,6,True
Hanoi,Vietnam,2018-08,2018,8,-0.23202409563706597,1,False,False,False,0,No,6,True
Hanoi,Vietnam,2018-09,2018,9,-0.46665342870451826,0,False,False,False,0,No,6,True
Hanoi,Vietnam,2018-10,2018,10,0.0859127501516154,0,False,False,True,0,No,6,True
Hanoi,Vietnam,2018-11,2018,11,0.5955044610685305,2,False,True,True,0,No,6,True
Hanoi,Vietnam,2018-12,2018,12,0.28136989258331824,1,False,False,True,0,No,6,True
Hanoi,Vietnam,2019-01,2019,1,0.03509816636311323,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2019-02,2019,2,-0.20736613156177103,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2019-03,2019,3,0.5461150442011065,2,False,True,False,0,No,12,False
Hanoi,Vietnam,2019-04,2019,4,0.32008826044411254,2,False,True,False,0,No,12,False
Hanoi,Vietnam,2019-05,2019,5,0.3968951658253857,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2019-06,2019,6,-0.3659507121239158,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2019-07,2019,7,-0.7121696320450391,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2019-08,2019,8,-0.437241493088904,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2019-09,2019,9,-0.30902043564900195,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2019-10,2019,10,0.09310071263854787,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2019-11,2019,11,0.3419498217354992,2,False,True,True,0,No,12,False
Hanoi,Vietnam,2019-12,2019,12,0.29850123326087113,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2020-01,2020,1,0.41192808334567754,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2020-02,2020,2,0.390214393098241,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2020-03,2020,3,1.2767815799063897,2,True,True,False,0,No,12,False
Hanoi,Vietnam,2020-04,2020,4,0.7895710421292668,3,False,True,False,0,No,12,False
Hanoi,Vietnam,2020-05,2020,5,-0.28857450486754865,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2020-06,2020,6,-0.421302395371855,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2020-07,2020,7,-0.7991415639875573,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2020-08,2020,8,-0.505042070738887,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2020-09,2020,9,-0.17965305977614326,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2020-10,2020,10,-0.5067127380149433,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2020-11,2020,11,-0.08766284124190252,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2020-12,2020,12,-0.08040592448073683,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2021-01,2021,1,0.30132878223201676,2,False,True,True,0,No,12,False
Hanoi,Vietnam,2021-02,2021,2,0.8938031146960604,2,False,True,True,0,No,12,False
Hanoi,Vietnam,2021-03,2021,3,0.6646680677606909,2,False,True,False,0,No,12,False
Hanoi,Vietnam,2021-04,2021,4,0.2631392735754269,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2021-05,2021,5,-0.47275120028749756,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2021-06,2021,6,-0.6133845774066164,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2021-07,2021,7,-0.3325140320845238,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2021-08,2021,8,-0.41962423243827623,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2021-09,2021,9,-0.28622229909883484,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2021-10,2021,10,-0.07903511335521748,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2021-11,2021,11,0.03412428710809978,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2021-12,2021,12,0.04646792929867224,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2022-01,2022,1,0.2975246089410581,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2022-02,2022,2,-0.18628736587453226,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2022-03,2022,3,0.7669632433484797,2,False,True,False,0,No,12,False
Hanoi,Vietnam,2022-04,2022,4,1.1636891220657553,3,True,True,False,0,No,12,False
Hanoi,Vietnam,2022-05,2022,5,-0.021322644835287542,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2022-06,2022,6,-0.31507763125588684,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2022-07,2022,7,-0.515007597439207,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2022-08,2022,8,-0.7388490684354434,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2022-09,2022,9,-0.5531899251093384,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2022-10,2022,10,-0.13223985581314346,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2022-11,2022,11,-0.3210466851238802,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2022-12,2022,12,0.5548437995314275,2,False,True,True,0,No,12,False
Hanoi,Vietnam,2023-01,2023,1,-0.135975076685797,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2023-02,2023,2,0.10058764432668969,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2023-03,2023,3,1.1909282371057814,3,True,True,False,0,No,12,False
Hanoi,Vietnam,2023-04,2023,4,0.9023147685894836,2,False,True,False,0,No,12,False
Hanoi,Vietnam,2023-05,2023,5,0.20969678960130683,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2023-06,2023,6,-0.6527099711526785,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2023-07,2023,7,-0.6793822883104174,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2023-08,2023,8,-0.39435294152010253,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2023-09,2023,9,-0.489217769930837,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2023-10,2023,10,-0.11122494374666084,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2023-11,2023,11,0.02139192455671083,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2023-12,2023,12,0.03794362716652494,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2024-01,2024,1,-0.43061022696180906,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2024-02,2024,2,-0.39075571087268807,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2024-03,2024,3,1.0017028608500336,2,True,True,False,0,No,12,False
Hanoi,Vietnam,2024-04,2024,4,0.8540793423296457,3,False,True,False,0,No,12,False
Hanoi,Vietnam,2024-05,2024,5,-0.22678920176100395,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2024-06,2024,6,-0.4518279017214436,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2024-07,2024,7,-0.31515605697475013,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2024-08,2024,8,-0.6005874541515418,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2024-09,2024,9,-0.27232968552569436,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2024-10,2024,10,0.2236290206898249,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2024-11,2024,11,0.0531174354101764,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2024-12,2024,12,0.5555275786892506,2,False,True,True,0,No,12,False
Hanoi,Vietnam,2025-01,2025,1,0.6760198594563398,2,False,True,True,0,No,12,False
Hanoi,Vietnam,2025-02,2025,2,0.4212526739927598,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2025-03,2025,3,1.1347622677937528,2,True,True,False,0,No,12,False
Hanoi,Vietnam,2025-04,2025,4,0.3918792420888185,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2025-05,2025,5,-0.173420437947646,1,False,False,False,0,No,12,False
Hanoi,Vietnam,2025-06,2025,6,-0.4933812741740642,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2025-07,2025,7,-0.5521619454644863,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2025-08,2025,8,-0.4890377709890985,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2025-09,2025,9,-0.5746792978328717,0,False,False,False,0,No,12,False
Hanoi,Vietnam,2025-10,2025,10,-0.5558717438719614,0,False,False,True,0,No,12,False
Hanoi,Vietnam,2025-11,2025,11,0.21221363247346087,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2025-12,2025,12,0.002424794475001324,1,False,False,True,0,No,12,False
Hanoi,Vietnam,2026-01,2026,1,-0.39992470542369757,1,False,False,True,0,No,6,True
Hanoi,Vietnam,2026-02,2026,2,-0.22251554482559227,0,False,False,True,0,No,6,True
Hanoi,Vietnam,2026-03,2026,3,0.4768188521642346,2,False,True,False,0,No,6,True
Hanoi,Vietnam,2026-04,2026,4,0.7897810106071822,2,False,True,False,0,No,6,True
Hanoi,Vietnam,2026-05,2026,5,-0.12257882163173799,1,False,False,False,0,No,6,True
Hanoi,Vietnam,2026-06,2026,6,-0.5215807908903893,0,False,False,False,0,No,6,True
Hotan,China,2018-07,2018,7,0.21036492277563518,2,False,True,False,0,No,6,True
Hotan,China,2018-08,2018,8,0.21536566239618757,1,False,False,False,0,No,6,True
Hotan,China,2018-09,2018,9,-0.09861392235568428,0,False,False,False,0,No,6,True
Hotan,China,2018-10,2018,10,-0.3457913924258026,0,False,False,True,0,No,6,True
Hotan,China,2018-11,2018,11,-0.3127191934158803,1,False,False,True,0,No,6,True
Hotan,China,2018-12,2018,12,0.3313939230255424,2,False,True,True,0,No,6,True
Hotan,China,2019-01,2019,1,0.24228318303637875,1,False,False,True,0,No,12,False
Hotan,China,2019-02,2019,2,0.2639183814722087,2,False,True,True,0,No,12,False
Hotan,China,2019-03,2019,3,0.40636075678193706,1,False,False,False,0,No,12,False
Hotan,China,2019-04,2019,4,0.2958522143997331,1,False,False,False,0,No,12,False
Hotan,China,2019-05,2019,5,0.3926126476738233,1,False,False,False,0,No,12,False
Hotan,China,2019-06,2019,6,-0.17529066306373714,0,False,False,False,0,No,12,False
Hotan,China,2019-07,2019,7,0.1012037511027973,1,False,False,False,0,No,12,False
Hotan,China,2019-08,2019,8,0.05045002064926374,1,False,False,False,0,No,12,False
Hotan,China,2019-09,2019,9,-0.4508230209848237,0,False,False,False,0,No,12,False
Hotan,China,2019-10,2019,10,-0.821438143539814,0,False,False,True,0,No,12,False
