City,date,Year,Month,N_elevated,cond2_Nelev,cond3_window,MPSI_equal,Smog_equal,MPSI_PCA,Smog_PCA,MPSI_entropy,Smog_entropy,MPSI_CRITIC,Smog_CRITIC
Delhi,2024-07,2024,7,0,False,False,-1.18374427765428,0,-1.236429671869774,0,-1.1356729901465548,0,-1.1094919777310512,0
Delhi,2024-08,2024,8,0,False,False,-1.1696378783604824,0,-1.2148779333915245,0,-1.1928912234878606,0,-1.1245909688730913,0
Delhi,2024-09,2024,9,0,False,False,-0.839659285986116,0,-0.8504536221739378,0,-0.8555608348487604,0,-0.8287950759098951,0
Delhi,2024-10,2024,10,0,False,True,-0.09452172164970903,0,0.015883915423591292,0,-0.08690795278979777,0,-0.19563411006570008,0
Delhi,2024-11,2024,11,2,True,True,0.36877593951951176,0,0.5489811372349456,0,0.45862907238662587,0,0.1915806760363279,0
Delhi,2024-12,2024,12,1,False,True,0.26823619630895856,0,0.4949592331093423,0,0.2856081877742036,0,0.12848521602172866,0
Delhi,2025-01,2025,1,3,True,True,0.7173989760167094,0,0.9707472560012287,0,0.7500450242487957,0,0.5837589378553656,0
Delhi,2025-02,2025,2,0,False,True,0.23180117397174538,0,0.1777673368077711,0,0.23369423708515305,0,0.31106765472733383,0
Delhi,2025-03,2025,3,1,False,False,0.2183636302564957,0,0.0864887963296376,0,0.1920170507921401,0,0.31567839116207164,0
Delhi,2025-04,2025,4,3,True,False,0.7997568889357695,0,0.6811473609938721,0,0.8475188402962022,0,0.8700473859205766,0
Delhi,2025-05,2025,5,1,False,False,0.360563520930975,0,0.21506726340805876,0,0.3739317169661559,0,0.4438819443143409,0
Delhi,2025-06,2025,6,0,False,False,-0.099276483605467,0,-0.1884296604072645,0,-0.09439188352787246,0,-0.04914430247995586,0
Delhi,2025-07,2025,7,0,False,False,-0.9947780112105699,0,-1.1015895982223967,0,-1.0260958440608308,0,-0.8975195957198707,0
Delhi,2025-08,2025,8,0,False,False,-1.1375420394120455,0,-1.2248056400404599,0,-1.176022377646997,0,-1.0815122314478267,0
Delhi,2025-09,2025,9,0,False,False,-0.8906377169223512,0,-1.014855289548755,0,-0.9198658366808931,0,-0.8050112737698037,0
Delhi,2025-10,2025,10,0,False,True,-0.01479007446153344,0,0.08941868610537652,0,0.03601392709914529,0,-0.08834306776348773,0
Delhi,2025-11,2025,11,3,True,True,0.8706958096328463,0,1.1100705030482998,1,0.8085135412889428,0,0.6112012365289146,0
Delhi,2025-12,2025,12,1,False,True,-0.06155567413257863,0,0.19897298552463,0,-0.025358395859945704,0,-0.21410507932766396,0
Delhi,2026-01,2026,1,1,False,True,0.10284973019895305,0,0.5190484592709521,0,0.17323730764465756,0,-0.12203229334302612,0
Delhi,2026-02,2026,2,0,False,True,0.018527749786081543,0,0.1589028011111311,0,0.03775864869643997,0,-0.050530550542532554,0
Delhi,2026-03,2026,3,0,False,False,-0.1357635047953363,0,-0.14506083303700484,0,-0.14960133937285452,0,-0.1330719838882342,0
Delhi,2026-04,2026,4,0,False,False,0.025883621272202367,0,-0.10805689304881597,0,-0.027636326132907507,0,0.09962124617737038,0
Delhi,2026-05,2026,5,0,False,False,-0.01565349413087505,0,-0.1663829602525909,0,0.07600233074576868,0,0.08208919849048399,0
Delhi,2026-06,2026,6,1,False,False,0.004155897668976505,0,-0.2584505740436699,0,-0.10976062158110195,0,0.12392438310594092,0
Dhaka,2018-07,2018,7,1,False,False,-0.46318345542671624,0,-0.6882208946090577,0,-0.491928444700057,0,-0.28634163770224635,0
Dhaka,2018-08,2018,8,0,False,False,-0.5400073122594398,0,-0.7127000592201453,0,-0.564167330473716,0,-0.4091872679605315,0
Dhaka,2018-09,2018,9,0,False,False,-0.48897644935862783,0,-0.5627715646945333,0,-0.5020933456209546,0,-0.4057075841847113,0
Dhaka,2018-10,2018,10,0,False,True,0.20638250385991988,0,0.23272892830960534,0,0.24272169260386298,0,0.20922485744156671,0
Dhaka,2018-11,2018,11,4,True,True,1.0693863757348985,1,1.351951423972972,1,1.0729838324756684,1,0.8466007025195694,0
Dhaka,2018-12,2018,12,2,True,True,0.2163983374499634,0,0.37901216624115786,0,0.24248359571519412,0,0.045410929886350815,0
Dhaka,2019-01,2019,1,3,True,True,0.7402646887701341,0,1.0559399622317813,1,0.7666536765201832,0,0.49838343748886116,0
Dhaka,2019-02,2019,2,1,False,True,0.17918565560557925,0,0.3834825081776632,0,0.13998540338957244,0,-0.00584380185828328,0
Dhaka,2019-03,2019,3,1,False,False,0.6268988307297165,0,0.6627736024500174,0,0.6018997663066439,0,0.5484949020916811,0
Dhaka,2019-04,2019,4,0,False,False,0.4685564778319419,0,0.3642014763967879,0,0.41189026216925295,0,0.4631170946489879,0
Dhaka,2019-05,2019,5,2,True,False,0.46462256896530213,0,0.25411594992025843,0,0.4229445638410656,0,0.5264153280683967,0
Dhaka,2019-06,2019,6,1,False,False,-0.20876265590271625,0,-0.3936141768027334,0,-0.1922622790113231,0,-0.06484258003282506,0
Dhaka,2019-07,2019,7,0,False,False,-0.6874742495023027,0,-0.9189493303373548,0,-0.7508802801181038,0,-0.5240916509796658,0
Dhaka,2019-08,2019,8,0,False,False,-1.0647219113768924,0,-1.2968233515856922,0,-1.0657624520906277,0,-0.8528222306759147,0
Dhaka,2019-09,2019,9,0,False,False,-0.47681593368455855,0,-0.46771165302264794,0,-0.44968572511724525,0,-0.4040555702700056,0
Dhaka,2019-10,2019,10,0,False,True,-0.12906028601440428,0,-0.07853969831996965,0,-0.09471921702200903,0,-0.1198660124195625,0
Dhaka,2019-11,2019,11,1,False,True,-0.11858743503744394,0,0.09163789969059105,0,-0.017398810128715178,0,-0.18763956462677867,0
Dhaka,2019-12,2019,12,0,False,True,0.20589424961564706,0,0.3434868112013019,0,0.2273350912613084,0,0.12275064856511042,0
Dhaka,2020-01,2020,1,1,False,True,0.251676926473273,0,0.3825708334415353,0,0.3203714012028701,0,0.1473849535814251,0
Dhaka,2020-02,2020,2,1,False,True,0.8502587643683623,0,0.8693340827464697,0,0.8250672938038918,0,0.8163529323413361,0
Dhaka,2020-03,2020,3,2,True,False,0.7287496443844734,0,0.6786258211960554,0,0.6703956594574182,0,0.7317138425565067,0
Dhaka,2020-04,2020,4,2,True,False,0.63236877112974,0,0.34927011661555585,0,0.5870168337861252,0,0.748121615221716,0
Dhaka,2020-05,2020,5,1,False,False,0.18371790544902736,0,0.026849786571764955,0,0.1491636679327295,0,0.2532763401863385,0
Dhaka,2020-06,2020,6,0,False,False,-0.7053544153600715,0,-0.8576478916349259,0,-0.6774277593990472,0,-0.5819184228986835,0
Dhaka,2020-07,2020,7,0,False,False,-0.9906667941757247,0,-1.1900930898367816,0,-0.9803434642715363,0,-0.8454602197717227,0
Dhaka,2020-08,2020,8,0,False,False,-0.8283675588367385,0,-0.9032484034221797,0,-0.8823097535648454,0,-0.764698515403579,0
Dhaka,2020-09,2020,9,0,False,False,-0.5895573995215969,0,-0.5591942626550892,0,-0.627861177020846,0,-0.5903117548170733,0
Dhaka,2020-10,2020,10,1,False,True,-0.36200364083493675,0,-0.13696649709413283,0,-0.3001088568802416,0,-0.4391727496935021,0
Dhaka,2020-11,2020,11,1,False,True,0.3758817228256063,0,0.5485415562047495,0,0.39383711303117064,0,0.2869004807187046,0
Dhaka,2020-12,2020,12,2,True,True,0.45329607409857986,0,0.7919579478669755,0,0.5221990419223052,0,0.23781149797852547,0
Dhaka,2021-01,2021,1,2,True,True,0.0017626889495355735,0,0.4025158963161237,0,0.022228733050235094,0,-0.277776284477366,0
Dhaka,2021-02,2021,2,1,False,True,0.6546423901227784,0,0.751137167460533,0,0.6365960114298956,0,0.620899336234221,0
Dhaka,2021-03,2021,3,2,True,False,0.7134712925945139,0,0.8780876693378038,0,0.7310533094414999,0,0.5802063396179983,0
Dhaka,2021-04,2021,4,3,True,False,0.6411056004418304,0,0.6021259871113681,0,0.5800042020339337,0,0.6267854015853338,0
Dhaka,2021-05,2021,5,1,False,False,-0.33636055933771475,0,-0.4642053401072447,0,-0.33470576321298107,0,-0.21025195593861828,0
Dhaka,2021-06,2021,6,0,False,False,-0.7332676960169322,0,-0.864304313391731,0,-0.7674036043759319,0,-0.6316986995212279,0
Dhaka,2021-07,2021,7,0,False,False,-0.7327816994254462,0,-0.9997708988518964,0,-0.7622649521579966,0,-0.560114660288014,0
Dhaka,2021-08,2021,8,0,False,False,-0.5999091058488428,0,-0.7693630985394042,0,-0.5948504776497971,0,-0.48007115774645864,0
Dhaka,2021-09,2021,9,0,False,False,-0.3509296054580861,0,-0.4597819984981216,0,-0.3703879261083606,0,-0.27068479782633315,0
Dhaka,2021-10,2021,10,0,False,True,0.011401188187777467,0,-0.029712259078620004,0,0.01527751303186875,0,0.024919096517510064,0
Dhaka,2021-11,2021,11,2,True,True,0.4773546051658796,0,0.6044242943194948,0,0.547064828549368,0,0.41055663970919193,0
Dhaka,2021-12,2021,12,1,False,True,0.25351090062470916,0,0.3488468939216963,0,0.29738812596826847,0,0.16723074213376513,0
Dhaka,2022-01,2022,1,2,True,True,0.4620200132403147,0,0.6140237053852879,0,0.46017203423097985,0,0.3717907842461489,0
Dhaka,2022-02,2022,2,1,False,True,0.7730933674788831,0,0.8255467365616188,0,0.7342069499571814,0,0.7470670622751315,0
Dhaka,2022-03,2022,3,3,True,False,1.0272409774155493,0,1.02641684619829,0,0.9930196428849585,0,0.9707924177911504,0
Dhaka,2022-04,2022,4,2,True,False,0.7957384187734773,0,0.6304643580832834,0,0.7180048495608187,0,0.7918448831619744,0
Dhaka,2022-05,2022,5,1,False,False,0.12439303528437211,0,-0.0247593016056427,0,0.1176550735147277,0,0.21348738836777653,0
Dhaka,2022-06,2022,6,1,False,False,-0.3385926896333211,0,-0.49132561528479163,0,-0.3561798679530956,0,-0.235592746962201,0
Dhaka,2022-07,2022,7,0,False,False,-0.900311423685839,0,-1.0838567340484553,0,-0.9270323721225748,0,-0.7548659050198324,0
Dhaka,2022-08,2022,8,0,False,False,-1.0072459322017897,0,-1.1401972238639735,0,-1.0117807667454615,0,-0.8830034006073307,0
Dhaka,2022-09,2022,9,0,False,False,-0.6868778126971402,0,-0.6655722253893247,0,-0.6483704306081034,0,-0.6457762101938609,0
Dhaka,2022-10,2022,10,0,False,True,-0.4780631933931537,0,-0.41334622805663046,0,-0.46451529761731897,0,-0.49689074791291876,0
Dhaka,2022-11,2022,11,1,False,True,0.07764842148754886,0,0.29676364019941903,0,0.17193177737888543,0,-0.02042812025938029,0
Dhaka,2022-12,2022,12,1,False,True,0.15095681793109564,0,0.425842041820916,0,0.21288840751899993,0,-0.058425404886660676,0
Dhaka,2023-01,2023,1,3,True,True,0.6948974744116494,0,1.041042505734208,1,0.7147746865435946,0,0.43434881861365443,0
Dhaka,2023-02,2023,2,3,True,True,0.8410627634264896,0,1.0155559587347296,1,0.8210243465345675,0,0.6361972487806999,0
Dhaka,2023-03,2023,3,1,False,False,0.3879056283859311,0,0.517120762841169,0,0.39385631970365553,0,0.2986464635240623,0
Dhaka,2023-04,2023,4,1,False,False,0.612941615183017,0,0.4815518730556411,0,0.5422719079839031,0,0.6431417629137687,0
Dhaka,2023-05,2023,5,1,False,False,0.3766341587109283,0,0.18712757168475685,0,0.34523771016904803,0,0.48181363500119634,0
Dhaka,2023-06,2023,6,1,False,False,-0.4813749953663861,0,-0.6907174088339914,0,-0.4920575435709414,0,-0.3156414491322008,0
Dhaka,2023-07,2023,7,0,False,False,-1.0450364282743176,0,-1.2436805497694514,0,-1.0756504653867422,0,-0.8837640907872386,0
Dhaka,2023-08,2023,8,0,False,False,-0.7996750017704641,0,-0.9154481114637305,0,-0.8078750630858439,0,-0.7002191066384812,0
Dhaka,2023-09,2023,9,0,False,False,-0.7110747393030534,0,-0.7694845639551926,0,-0.7097639456569557,0,-0.6225233800062844,0
Dhaka,2023-10,2023,10,0,False,True,-0.26091895375069973,0,-0.2913347409609312,0,-0.2696905779997825,0,-0.23048137420177547,0
Dhaka,2023-11,2023,11,1,False,True,0.15031202156917756,0,0.294601155947355,0,0.2386897345731268,0,0.09922700394755973,0
Dhaka,2023-12,2023,12,1,False,True,0.23432645677772623,0,0.3736655469854367,0,0.29918289019236866,0,0.15925446798503629,0
Dhaka,2024-01,2024,1,1,False,True,0.740798550289161,0,0.8160344533066461,0,0.7485662106164708,0,0.6672571556625962,0
Dhaka,2024-02,2024,2,1,False,True,0.4392038806845445,0,0.5635583719824858,0,0.4148173815552159,0,0.31357015593426874,0
Dhaka,2024-03,2024,3,1,False,False,0.6084710180790647,0,0.5926977053145227,0,0.5129727050577305,0,0.5407415364088772,0
Dhaka,2024-04,2024,4,4,True,False,0.9392866954293657,0,0.7503463721895139,0,0.8496464380320462,0,0.9832944071131171,0
Dhaka,2024-05,2024,5,1,False,False,0.45631548584538356,0,0.3216967249465518,0,0.481558339591426,0,0.5608309266524308,0
Dhaka,2024-06,2024,6,0,False,False,-0.39274620679073524,0,-0.5609825639444256,0,-0.38283560066988304,0,-0.2850961080096042,0
Dhaka,2024-07,2024,7,0,False,False,-1.049913112133984,0,-1.1530114073563158,0,-1.0775683463776065,0,-0.9424450700304832,0
Dhaka,2024-08,2024,8,0,False,False,-1.035653012440209,0,-1.1589889398016833,0,-1.0539576398862334,0,-0.9228970040198228,0
Dhaka,2024-09,2024,9,0,False,False,-0.7525731537179159,0,-0.7343517356198354,0,-0.7294196634948447,0,-0.7105240725128583,0
Dhaka,2024-10,2024,10,0,False,True,-0.4134352842523622,0,-0.34657390278484684,0,-0.4020710951558498,0,-0.4298106184422558,0
Dhaka,2024-11,2024,11,1,False,True,0.10085653962210117,0,0.3240925109946453,0,0.20790822814594073,0,0.004223568762373939,0
Dhaka,2024-12,2024,12,1,False,True,0.3593885993855851,0,0.5854824107727403,0,0.4303830425855868,0,0.22085512248135944,0
Dhaka,2025-01,2025,1,2,True,True,0.616594071637945,0,0.8342361848349963,0,0.7040959128298601,0,0.48357753425016736,0
Dhaka,2025-02,2025,2,2,True,True,0.8161420127265222,0,0.9184343019922667,0,0.7818368131309639,0,0.7037026301799671,0
Dhaka,2025-03,2025,3,3,True,False,0.9788048725842103,0,0.9610441883056074,0,0.8700213474955429,0,0.8942182781090652,0
Dhaka,2025-04,2025,4,2,True,False,0.7088189559992324,0,0.5788551703283387,0,0.6822669935045353,0,0.7680492380032335,0
Dhaka,2025-05,2025,5,1,False,False,0.11019919161517612,0,-0.025514938747488836,0,0.05668599881332498,0,0.19471979265145972,0
Dhaka,2025-06,2025,6,0,False,False,-0.6802088298701136,0,-0.8539337503912885,0,-0.7264940518302809,0,-0.5594159540563528,0
Dhaka,2025-07,2025,7,0,False,False,-0.6737328191833857,0,-0.7738845677583607,0,-0.6874827487840954,0,-0.571695292920845,0
Dhaka,2025-08,2025,8,0,False,False,-0.827420713883833,0,-0.9320501489987443,0,-0.8558189635263882,0,-0.7384295737340365,0
Dhaka,2025-09,2025,9,0,False,False,-0.8228312719802524,0,-0.8355117574595692,0,-0.8287785203303186,0,-0.7904268829223944,0
Dhaka,2025-10,2025,10,0,False,True,-0.30828595953929877,0,-0.31338577057461575,0,-0.27549628139562443,0,-0.2570229356414074,0
Dhaka,2025-11,2025,11,1,False,True,-0.10771785693604352,0,0.0650943696310502,0,-0.00801202331510395,0,-0.20044160504411637,0
Dhaka,2025-12,2025,12,2,True,True,0.18963834682983738,0,0.37661671883780545,0,0.2871755234075812,0,0.07316477112525605,0
Dhaka,2026-01,2026,1,2,True,True,0.4204876289504328,0,0.7361876910754347,0,0.5405128896980477,0,0.21445729944012346,0
Dhaka,2026-02,2026,2,0,False,True,0.4242456274975647,0,0.5515864444965707,0,0.43552717780330363,0,0.33991306436278224,0
Dhaka,2026-03,2026,3,1,False,False,0.2097793792374507,0,0.25027381680057614,0,0.15777413205887364,0,0.1474842778632824,0
Dhaka,2026-04,2026,4,1,False,False,0.21627769456757295,0,0.08951214433479521,0,0.15516102792836564,0,0.25780330721812705,0
Dhaka,2026-05,2026,5,1,False,False,-0.7741685060162913,0,-0.9530660274649851,0,-0.8431168706872358,0,-0.6101114302590485,0
Dhaka,2026-06,2026,6,0,False,False,-0.49662182423673207,0,-0.6744940692423963,0,-0.4458583568013578,0,-0.349546518625267,0
Dushanbe,2018-07,2018,7,1,False,False,-0.22669647053061487,0,-0.3631508931364298,0,-0.22055807410194683,0,-0.1819269214698888,0
Dushanbe,2018-08,2018,8,1,False,False,-0.20309948187853769,0,-0.2623455524628475,0,-0.20073582791517053,0,-0.23968216172212464,0
Dushanbe,2018-09,2018,9,0,False,False,-0.4867824532621102,0,-0.4821659112382775,0,-0.481131015731178,0,-0.5289035486868078,0
Dushanbe,2018-10,2018,10,0,False,True,-0.11245540612769563,0,-0.21096733268818546,0,-0.12201711110597248,0,0.020887891432070815,0
Dushanbe,2018-11,2018,11,2,True,True,0.12664582446765174,0,0.3536655085667527,0,0.1275888967593045,0,0.029124569140883932,0
Dushanbe,2018-12,2018,12,3,True,True,0.9023879873313058,0,0.9649641809589862,0,0.8968531320949624,0,0.9005001713058659,0
Dushanbe,2019-01,2019,1,1,False,True,0.34296938543706174,0,0.3811196420847345,0,0.25110283723198207,0,0.2510868521838696,0
Dushanbe,2019-02,2019,2,2,True,True,0.4937873533871601,0,0.4689591923619277,0,0.49640280158183536,0,0.5352119024910356,0
Dushanbe,2019-03,2019,3,1,False,False,-0.03653752941459609,0,-0.1219975641654237,0,-0.009630242646694931,0,0.050869328386891066,0
Dushanbe,2019-04,2019,4,0,False,False,-0.4207033525679622,0,-0.4530046418292018,0,-0.3970179033112986,0,-0.3896491901023738,0
Dushanbe,2019-05,2019,5,0,False,False,-0.23892638245846523,0,-0.3414038980632174,0,-0.2181716700752698,0,-0.14300203293366232,0
Dushanbe,2019-06,2019,6,0,False,False,-0.44474030365556033,0,-0.6669636959521058,0,-0.4900368425940958,0,-0.28463169788540055,0
Dushanbe,2019-07,2019,7,1,False,False,-0.10982378396524722,0,-0.08242224382117597,0,-0.07257656325737571,0,-0.18083503868802525,0
